Age,Attrition,BusinessTravel,Department,DistanceFromHome,EngagementScore,TimeSinceLastPromotion,JobSatisfaction,OvertimeHours,BurnoutRisk,CommuteTime,FlexibleWorkEligibility,SkillDemandScore,DiversityIndex,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsWithCurrManager,PolicySatisfactionScore,ManagerExperienceLevel,IndustryGrowthRate,RegionalUnemploymentRate,VoluntaryOvertimeHours,MandatoryOvertimeHours,TeamDiversityScore,GenderDiversityRatio,SalaryPercentile,AttritionRiskIndex,TotalBenefits,AttritionRiskScore,RetentionRisk
26,No,Travel_Rarely,Research & Development,24,57,5,4,22,94,82,No,1,0.493533681,1,Life Sciences,86,3,Male,1,2,Marketing Manager,Single,15445,5,Yes,10,4,2,3,31,3,2,2,2,8,1,1,3.920134857,2.284939893,2,8,0.486107835,0.548334394,High,22.7809613,26945,23.89690572,Low
49,No,Travel_Rarely,Research & Development,14,86,5,4,28,70,19,No,4,0.380484281,3,Life Sciences,87,3,Female,2,1,Product Manager,Divorced,16964,6,Yes,22,4,1,3,14,4,4,10,6,5,2,1,3.235064234,4.487134873,7,4,0.451214349,0.490803491,Very High,8.147649074,40464,9.679156831,Low
28,Yes,Travel_Rarely,Sales,5,45,5,1,11,78,64,Yes,3,0.823117901,4,Human Resources,88,4,Male,2,1,Manager,Married,18570,6,Yes,17,1,3,0,33,0,3,2,3,1,3,2,2.177793932,7.613726268,2,13,0.724209751,0.498804126,Very High,6.265060825,35570,5.625787532,Low
30,Yes,Travel_Rarely,Sales,24,72,8,4,6,23,23,Yes,1,0.327089885,2,Life Sciences,89,4,Female,1,1,Product Manager,Divorced,7509,4,Yes,17,2,2,0,17,0,4,18,1,8,3,2,4.497052946,2.462635942,1,12,0.328003525,0.465742147,Medium,15.7998092,24509,19.54356451,Low
29,Yes,Non-Travel,Finance,23,89,3,2,28,46,112,No,1,0.962224475,1,Finance,90,3,Male,3,3,Research Scientist,Divorced,2530,7,Yes,10,1,4,1,15,0,1,8,3,5,2,1,4.834139384,3.422002583,5,12,0.784933083,0.548567424,Low,6.438079659,13030,6.621052575,Low
33,No,Non-Travel,Engineering,30,,1,3,11,7,93,Yes,2,0.390237097,3,Technical Degree,91,4,Male,1,2,Marketing Manager,Married,5299,4,Yes,11,1,4,0,3,4,1,12,9,10,4,3,1.600864198,5.083638653,6,10,0.436687711,0.412803798,Low,31.0916214,16299,22.20081615,Low
55,No,Travel_Frequently,Research & Development,13,96,8,4,2,26,78,No,3,0.852209648,1,Marketing,92,3,Male,4,2,Human Resources,Divorced,9395,9,Yes,23,3,2,0,21,1,4,15,0,1,3,2,2.923415417,4.97906487,7,16,0.7898674,0.599303893,Medium,3.917442564,32395,3.042786354,Low
54,No,Travel_Rarely,Engineering,27,53,9,4,9,67,80,No,3,0.613463139,4,Other,93,4,Female,2,3,Product Manager,Divorced,19640,9,Yes,21,4,4,1,20,1,2,11,0,8,3,2,2.447311529,4.447828484,2,12,0.71811269,0.442293401,Very High,25.62434769,41140,25.92578454,Low
44,No,Travel_Frequently,Sales,24,73,6,2,22,57,113,Yes,1,0.791295652,3,Marketing,94,4,Male,2,1,Laboratory Technician,Divorced,3913,2,Yes,18,3,4,2,7,3,3,18,1,0,1,1,1.904539084,7.834736739,1,7,0.889112919,0.522663194,Low,15.12431003,22913,9.821032856,Low
45,No,Travel_Rarely,Human Resources,28,59,4,2,24,25,63,No,1,0.310358684,4,Finance,95,4,Female,1,4,Data Scientist,Single,6645,5,Yes,14,2,1,0,6,2,1,2,4,3,3,1,3.475608995,2.398525389,7,11,0.371094646,0.451915645,Medium,21.54569932,20645,28.13161874,Low
58,No,Travel_Rarely,Sales,17,74,5,2,8,67,65,No,3,0.366664067,2,Technical Degree,96,3,Female,4,1,Laboratory Technician,Divorced,18639,9,Yes,14,1,3,3,17,2,3,13,7,2,3,1,3.453434566,3.829634701,8,14,0.439040225,0.416815645,Very High,14.30825787,34139,8.097592453,Low
56,No,Travel_Rarely,Research & Development,6,89,6,3,26,79,87,Yes,2,0.358593672,1,Other,97,3,Male,4,4,Sales Executive,Married,10071,2,Yes,24,1,2,0,8,3,2,15,4,6,4,3,3.090320776,9.583595934,6,17,0.409519429,0.412414936,Medium,7.124211748,34071,5.985163034,Low
43,No,Travel_Rarely,Human Resources,29,82,4,1,14,39,66,No,2,0.307432362,4,Technical Degree,98,1,Male,4,1,Software Engineer,Single,9501,5,Yes,19,4,3,1,13,2,2,5,2,1,2,3,3.091322388,7.602521211,2,13,0.282264861,0.410010719,Medium,10.11418528,29001,10.59142768,Low
48,No,Travel_Rarely,Sales,29,54,4,1,29,68,24,Yes,3,0.41198827,3,Other,99,2,Female,3,4,Manager,Divorced,14395,6,Yes,18,1,2,3,18,4,3,9,3,5,3,2,2.795158511,4.694129177,4,8,0.388382849,0.428167694,High,23.96860721,33895,34.16139477,Low
56,Yes,Travel_Rarely,Research & Development,27,,5,2,6,70,90,Yes,1,0.871904034,1,Business,100,4,Female,1,2,Laboratory Technician,Divorced,15161,2,Yes,12,3,2,2,36,4,2,11,4,8,3,3,4.426188751,3.200178509,6,15,0.735491847,0.578735116,High,34.83534336,28161,39.61943692,Low
22,No,Non-Travel,Research & Development,13,,7,3,3,45,93,No,1,0.798071304,3,Marketing,101,3,Female,2,4,Laboratory Technician,Divorced,16491,0,Yes,14,4,4,3,19,1,2,16,6,9,1,2,3.595010813,5.823440365,2,14,0.759189663,0.413813941,Very High,21.76676922,31991,12.85995574,Low
56,No,Travel_Rarely,Research & Development,29,48,1,2,13,64,25,No,3,0.445122322,3,Technical Degree,102,2,Female,2,3,Software Engineer,Single,15063,5,Yes,13,4,4,2,39,0,2,15,5,8,4,4,2.252976625,5.899907639,0,4,0.462733014,0.454293938,High,26.42575099,29063,33.83141884,Low
58,Yes,Non-Travel,Finance,12,36,9,2,23,83,114,Yes,3,0.492510596,4,Technical Degree,103,1,Male,3,3,Research Scientist,Divorced,4168,3,Yes,21,,1,2,24,1,4,5,3,4,3,4,4.691418517,9.63522299,4,9,0.411349714,0.488933083,Low,36.74261222,26168,21.33566947,Low
35,No,Travel_Rarely,Engineering,3,,8,1,17,54,30,No,1,0.78768327,3,Marketing,104,3,Female,1,1,Manager,Divorced,14540,1,Yes,24,1,4,1,38,3,4,19,4,8,3,4,1.317525044,7.124428777,1,7,0.697662861,0.502187415,High,35.32710825,39040,35.69081732,Low
24,No,Travel_Rarely,Sales,30,67,9,1,23,94,84,No,3,0.858983614,3,Other,105,3,Female,2,2,Research Scientist,Divorced,8972,5,Yes,17,1,1,2,17,0,4,3,0,11,3,2,2.17573789,4.775748411,7,14,0.931858683,0.550682382,Medium,18.56633632,26972,14.94901897,Low
22,No,Travel_Rarely,Research & Development,16,62,4,4,11,71,77,Yes,3,0.539202255,1,Human Resources,106,3,Male,1,1,Research Scientist,Married,18140,2,Yes,18,4,3,0,39,2,4,2,9,2,3,4,3.469551908,9.772412477,4,1,0.474833507,0.418779287,Very High,20.14435842,36140,19.56487224,Low
26,No,Travel_Frequently,Research & Development,5,47,3,1,27,13,34,No,3,0.792524438,4,Business,107,1,Male,2,3,Data Scientist,Divorced,5577,3,Yes,18,3,3,0,24,2,4,6,0,1,4,2,3.989212876,3.454573863,4,9,0.640540663,0.461934989,Low,27.25620596,23577,17.35639196,Low
47,Yes,Travel_Rarely,Sales,2,61,7,2,10,50,75,No,3,0.655282896,4,Other,108,3,Female,4,4,Manager,Divorced,9114,8,Yes,23,2,2,3,11,0,1,16,2,0,4,2,4.940180182,3.379547793,7,13,0.571738542,0.508025724,Medium,21.21569725,33614,11.99786106,Low
35,Yes,Travel_Rarely,Engineering,11,,3,2,2,71,75,Yes,1,0.993733308,4,Marketing,109,3,Male,4,3,Marketing Manager,Single,18150,5,Yes,12,3,4,1,8,4,1,19,7,8,1,2,1.926108305,9.942830308,9,16,0.82327086,0.507663828,Very High,19.95617685,30650,21.9428165,Low
48,Yes,Travel_Rarely,Sales,4,63,1,4,4,7,100,Yes,1,0.752424589,3,Other,110,3,Male,2,4,Human Resources,Married,16886,1,Yes,19,4,3,1,28,2,2,1,2,0,2,2,3.04548149,3.768929704,3,11,0.896969602,0.438461311,Very High,19.00009318,36386,21.79390749,Low
30,No,Travel_Rarely,Sales,22,80,4,1,2,87,104,No,4,0.79035225,4,Technical Degree,111,1,Male,1,1,Laboratory Technician,Divorced,14060,6,Yes,17,2,2,0,11,3,2,16,5,5,1,1,2.709357099,5.343348807,7,14,0.733576352,0.447238586,High,11.19226073,31060,6.724844944,Low
36,No,Travel_Frequently,Sales,1,92,4,1,28,44,56,No,1,0.874298739,4,Marketing,112,1,Male,4,3,Human Resources,Married,11866,8,Yes,24,3,2,0,2,3,4,3,1,8,2,4,3.39868417,4.561408219,3,17,0.750205212,0.597179221,High,5.011770032,35866,4.344234037,Low
36,Yes,Travel_Rarely,Sales,13,76,3,2,21,64,81,Yes,4,0.314088776,1,Technical Degree,113,1,Female,3,4,Manager,Divorced,5353,7,Yes,19,1,2,2,14,4,3,10,9,5,2,4,1.174799222,9.261977234,4,7,0.268021866,0.40105268,Low,12.97001927,25353,18.51218612,Low
47,No,Travel_Rarely,Sales,18,34,2,1,5,92,81,Yes,2,0.493979614,4,Technical Degree,114,4,Female,3,1,Sales Executive,Married,13642,4,Yes,15,,3,3,39,2,2,14,6,6,1,4,1.415740551,5.912772801,8,10,0.542042318,0.54671197,High,3.259125177,30142,4.11076218,Low
34,No,Travel_Frequently,Research & Development,16,42,4,4,23,10,14,No,1,0.593192298,2,Life Sciences,115,1,Female,4,3,Marketing Manager,Married,19383,5,Yes,10,2,2,1,1,0,1,19,7,1,3,4,4.433270492,2.038302023,9,8,0.545086871,0.516456544,Very High,29.95116845,29883,43.51447914,Low
53,No,Travel_Rarely,Research & Development,2,81,8,4,0,78,31,No,3,0.322182136,2,Human Resources,116,4,Male,1,2,Software Engineer,Divorced,2890,6,No,23,3,4,0,39,1,3,16,5,4,4,2,3.192714971,4.711340497,0,11,0.359893239,0.478491389,Low,11.33927534,25890,10.70148555,Low
53,No,Travel_Frequently,Research & Development,9,,8,3,4,69,116,Yes,2,0.489527862,3,Human Resources,117,2,Male,3,3,Laboratory Technician,Divorced,12710,7,Yes,10,3,4,0,38,4,3,12,8,1,4,1,4.767279243,8.211979371,8,12,0.541454685,0.463165153,High,11.5704113,22710,9.128380735,Low
25,No,Travel_Frequently,Sales,27,,8,3,20,62,78,No,2,0.748520317,4,Finance,118,3,Male,4,4,Sales Executive,Divorced,14955,8,Yes,16,1,1,3,33,0,2,12,8,3,4,3,4.52778398,3.834030334,5,12,0.762635389,0.425579448,High,15.90871542,32455,23.47085502,Low
51,No,Non-Travel,Research & Development,12,,5,2,13,19,49,No,2,0.400411682,1,Life Sciences,119,4,Female,2,4,Software Engineer,Single,13720,2,Yes,23,1,4,3,39,3,4,5,0,2,2,3,4.648217131,6.619691788,1,18,0.428034241,0.48784612,High,6.246922906,38220,3.502155269,Low
58,No,Travel_Rarely,Sales,5,32,7,1,8,33,57,No,4,0.585148944,3,Finance,120,4,Male,4,1,Marketing Manager,Married,15344,7,Yes,23,,2,1,6,3,3,4,1,8,3,3,1.764542145,9.353119671,8,5,0.640171426,0.541372891,High,35.67321153,38844,28.7257088,Low
44,Yes,Travel_Frequently,Sales,5,97,0,2,9,62,79,No,3,0.309210016,1,Life Sciences,121,1,Male,1,2,Data Scientist,Married,16448,8,Yes,11,2,4,2,23,2,1,16,5,8,1,3,3.610769123,6.306882214,2,7,0.268478127,0.445721107,Very High,1.885380673,28448,2.372695355,Low
36,No,Travel_Rarely,Sales,22,88,0,4,19,78,47,No,3,0.291274338,3,Marketing,122,2,Female,4,4,Manager,Divorced,3164,1,Yes,24,1,1,1,8,1,1,2,0,10,3,3,2.418485215,6.942811401,6,14,0.346777957,0.588837251,Low,6.253237713,27664,3.611788264,Low
50,Yes,Travel_Frequently,Sales,13,83,6,1,21,67,80,Yes,2,0.493844419,3,Technical Degree,123,2,Male,4,2,Software Engineer,Married,7594,5,Yes,11,1,3,1,8,0,2,10,1,9,4,3,1.522667974,9.823690245,5,2,0.397428323,0.529569911,Medium,10.06017474,19094,11.24341512,Low
57,No,Travel_Rarely,Sales,16,,4,2,27,7,27,No,2,0.781550598,3,Finance,124,2,Female,2,4,Laboratory Technician,Married,,7,Yes,16,3,2,2,22,2,4,14,2,8,1,3,2.641108353,2.810969185,0,2,0.737375511,0.452955385,Low,1.972439368,,2.892989072,Low
34,No,Travel_Rarely,Research & Development,26,31,1,1,10,30,34,Yes,2,0.620899827,2,Life Sciences,125,4,Male,1,1,Product Manager,Married,9713,7,Yes,24,3,3,1,11,3,2,0,0,11,1,4,3.629849809,3.934887094,3,17,0.724627277,0.544768277,Medium,34.85260043,34213,49.96783052,Low
53,Yes,Travel_Frequently,Sales,19,97,3,4,26,91,76,No,2,0.702675294,1,Human Resources,126,2,Male,1,1,Manager,Divorced,6868,4,Yes,22,3,2,3,18,2,4,4,1,0,2,2,2.128294175,4.183442814,4,8,0.589256507,0.417559333,Medium,2.374505416,30368,1.380454938,Low
28,No,Travel_Rarely,Sales,9,43,3,1,9,93,98,No,3,0.522419303,3,Business,127,4,Male,1,4,Human Resources,Married,3897,9,Yes,11,3,2,2,33,0,2,11,9,7,2,2,1.357510744,4.082063222,7,13,0.493433012,0.555320624,Low,14.48853615,15897,20.66623406,Low
43,Yes,Travel_Frequently,Research & Development,16,67,5,1,22,75,30,No,4,0.668971018,1,Finance,128,3,Female,2,4,Manager,Married,19335,7,Yes,23,3,3,1,6,4,1,3,3,2,4,1,1.675707891,9.011698716,6,1,0.797686702,0.50919253,Very High,17.68597857,42835,12.3141172,Low
49,Yes,Travel_Frequently,Finance,19,47,7,3,2,93,104,No,1,0.58725951,2,Business,129,1,Female,2,3,Data Scientist,Single,10177,7,Yes,21,4,3,2,15,1,1,17,8,3,1,3,2.690470362,4.13358416,4,6,0.482991819,0.43816035,Medium,7.305221534,32177,10.63471012,Low
23,No,Travel_Rarely,Engineering,4,56,2,3,27,81,119,Yes,2,0.51786283,3,Human Resources,130,4,Female,3,2,Laboratory Technician,Single,15094,8,Yes,20,3,4,0,22,0,4,10,6,2,2,1,4.933503184,6.541488203,6,15,0.458853578,0.434311633,High,22.81952952,35094,16.06053741,Low
27,No,Travel_Rarely,Finance,28,,6,3,15,19,58,No,2,0.219281127,1,Technical Degree,131,3,Female,1,1,Manager,Married,19483,1,Yes,15,4,2,2,38,4,1,16,2,4,3,1,1.609232516,6.531077793,9,6,0.184770294,0.543801332,Very High,29.54305224,35483,44.23433711,Low
49,No,Travel_Rarely,Engineering,15,68,1,3,21,35,51,No,2,0.876313156,3,Technical Degree,132,2,Male,4,1,Marketing Manager,Single,15515,8,Yes,24,3,1,0,25,0,3,7,6,8,4,4,2.780228792,2.669874021,4,14,0.999038618,0.561167838,Very High,16.35536631,39515,21.19357118,Low
49,No,Non-Travel,Research & Development,9,67,8,4,13,38,89,No,2,0.961833326,4,Human Resources,133,4,Female,1,3,Data Scientist,Single,11133,0,Yes,23,1,2,0,36,0,1,13,9,3,3,1,2.123216037,6.315348389,6,8,1.081804481,0.519276235,High,18.42934278,34133,20.60723351,Low
41,Yes,Travel_Rarely,Engineering,16,31,6,1,12,75,61,No,4,0.623907655,1,Technical Degree,134,2,Male,2,3,Data Scientist,Married,8358,9,Yes,21,2,2,3,21,2,4,17,5,9,2,3,3.086846767,9.715040862,1,15,0.590539257,0.537142613,Medium,10.041878,30858,6.835726512,Low
51,No,Travel_Rarely,Research & Development,26,92,0,1,12,56,73,Yes,4,0.557521527,3,Technical Degree,135,4,Female,2,2,Research Scientist,Married,14749,2,Yes,24,3,3,1,6,3,4,1,0,3,2,3,3.49433145,7.670464302,1,12,0.55735217,0.470846702,High,4.305003039,39249,4.987854197,Low
32,No,Travel_Frequently,Sales,24,87,3,1,2,63,95,No,3,0.811615924,2,Business,136,3,Female,4,1,Research Scientist,Married,19101,7,Yes,14,3,1,0,31,1,4,1,7,0,2,2,3.142239342,5.104929132,9,16,0.733921609,0.505435694,Very High,7.417152929,33101,4.531682226,Low
49,Yes,Non-Travel,Sales,6,91,1,2,27,48,102,No,1,0.210277827,4,Life Sciences,137,2,Male,1,2,Marketing Manager,Single,16185,6,Yes,17,2,1,2,30,0,4,11,1,2,1,1,4.81848108,2.539063029,6,1,0.227781205,0.49618385,Very High,5.109755367,34185,7.18077814,Low
46,Yes,Travel_Frequently,Research & Development,8,43,9,2,21,96,85,Yes,2,0.31078172,4,Business,138,3,Female,1,2,Sales Executive,Married,14445,3,Yes,15,3,4,1,7,2,4,11,9,7,2,2,1.661353031,2.722191249,9,8,0.261511579,0.433487897,High,28.66535647,29945,34.02039181,Low
54,No,Travel_Frequently,Engineering,1,58,4,3,16,63,55,No,4,0.42203748,4,Human Resources,139,2,Female,1,3,Laboratory Technician,Divorced,9405,6,Yes,24,3,3,1,36,4,2,0,1,0,4,4,4.119614659,8.072635047,2,15,0.358945678,0.545020775,Medium,22.08348724,33905,29.59381502,Low
22,No,Travel_Rarely,Sales,14,,8,4,8,91,52,Yes,1,0.267187747,4,Other,140,1,Male,4,2,Marketing Manager,Married,12900,8,Yes,13,2,3,2,3,1,4,11,7,9,4,4,3.573631109,2.576050039,8,8,0.279127938,0.580760393,High,8.878940144,26900,5.307822092,Low
48,No,Travel_Rarely,Sales,4,53,2,1,21,59,72,No,2,0.23670884,2,Other,141,4,Female,3,1,Human Resources,Married,,7,Yes,22,2,4,3,7,1,1,1,0,11,2,2,2.269391207,8.875890726,8,19,0.269711344,0.44505669,High,24.24330038,,33.70558436,Low
34,Yes,Travel_Rarely,Human Resources,10,67,4,1,5,51,10,No,1,0.951017436,2,Other,142,1,Male,2,4,Manager,Single,19364,2,Yes,24,3,1,3,2,0,1,9,2,0,2,1,2.674575168,2.071274225,1,4,1.016034421,0.48106146,Very High,17.34431938,44864,14.6044409,Low
24,Yes,Travel_Frequently,Research & Development,27,35,9,2,29,65,35,No,1,0.347730137,3,Finance,143,2,Female,4,4,Sales Executive,Married,,7,Yes,22,2,3,1,22,0,1,11,5,6,2,1,2.108678009,2.094415028,4,18,0.333965098,0.588136635,High,34.52578293,,40.14507087,Low
27,Yes,Travel_Frequently,Engineering,16,49,1,1,28,66,83,Yes,1,0.674322709,2,Technical Degree,144,1,Male,2,4,Human Resources,Single,3998,3,Yes,20,4,2,3,20,0,3,16,2,7,3,1,4.462591716,2.388724736,1,7,0.710374306,0.586238254,Low,26.01209351,25498,34.74574394,Low
29,No,Travel_Frequently,Finance,4,71,3,1,19,52,34,No,3,0.630997336,2,Business,145,2,Male,2,1,Data Scientist,Single,3795,0,Yes,24,1,2,0,16,4,2,10,2,9,3,3,4.457180025,2.509866759,0,11,0.507706916,0.494185907,Low,15.26004226,27795,16.09501545,Low
48,No,Travel_Frequently,Sales,2,51,1,1,13,79,98,No,2,0.428929408,1,Human Resources,146,1,Female,1,3,Data Scientist,Divorced,14916,2,Yes,10,1,4,2,23,0,2,18,8,6,3,2,1.243260061,3.324481698,4,10,0.496695477,0.548243074,High,25.08063409,25916,13.43235142,Low
30,Yes,Travel_Rarely,Sales,2,,7,1,20,65,116,No,4,0.718030943,1,Human Resources,147,3,Male,3,3,Software Engineer,Married,7640,2,Yes,11,4,4,2,4,4,3,5,8,5,4,2,3.864977591,2.659250358,0,12,0.76154493,0.452673371,Medium,20.74287499,19640,21.56214819,Low
58,No,Travel_Rarely,Sales,13,75,6,2,19,70,13,No,1,0.460363656,2,Other,148,2,Female,3,1,Data Scientist,Married,4602,3,Yes,14,2,3,1,17,0,1,10,9,6,2,1,2.655483567,4.53263194,2,15,0.400480429,0.526252826,Low,13.83805139,19102,19.71171606,Low
54,No,Travel_Rarely,Engineering,11,,6,1,21,30,91,No,2,0.56608915,4,Business,149,4,Male,4,3,Laboratory Technician,Divorced,8996,1,Yes,21,1,4,1,19,3,2,0,9,4,1,2,4.39080382,9.540583116,3,12,0.577761567,0.505037916,Medium,10.06704144,30496,6.82214048,Low
45,Yes,Travel_Rarely,Sales,10,71,6,4,22,44,69,No,2,0.504605024,2,Business,150,2,Male,2,3,Laboratory Technician,Single,11434,0,Yes,16,1,4,2,18,3,1,5,7,9,2,1,4.60299948,3.933519585,7,16,0.45474975,0.504155477,High,15.9678098,28434,12.4399967,Low
36,No,Travel_Frequently,Sales,25,80,8,1,16,64,52,Yes,4,0.928549851,3,Human Resources,151,1,Male,2,2,Sales Executive,Divorced,18704,1,Yes,24,3,2,1,38,3,1,4,9,10,2,2,2.205925051,2.74774128,6,10,1.080560178,0.426440382,Very High,11.75051383,43204,15.05814236,Low
53,No,Travel_Rarely,Sales,6,97,1,4,13,91,81,Yes,4,0.944375035,2,Technical Degree,152,4,Male,1,3,Research Scientist,Single,4159,7,Yes,21,4,1,1,26,3,4,19,6,5,2,3,1.127171857,2.291158243,6,3,0.803645929,0.4671084,Low,1.99674867,25659,1.291921558,Low
53,Yes,Travel_Frequently,Sales,7,48,5,4,2,97,16,Yes,3,0.499230889,2,Technical Degree,153,4,Female,3,4,Manager,Divorced,,1,Yes,23,2,2,2,7,2,1,19,7,1,4,2,4.126591173,6.217164668,3,11,0.557280599,0.554764416,Low,8.696779721,,7.926769613,Low
45,No,Travel_Frequently,Sales,27,,3,1,1,40,26,No,3,0.39758528,1,Other,154,2,Male,2,3,Human Resources,Divorced,14584,0,Yes,12,4,3,2,5,1,4,19,4,5,1,1,3.327394093,9.854033558,1,2,0.472875475,0.513422793,High,15.36679901,27584,15.35272251,Low
33,Yes,Travel_Rarely,Engineering,27,35,9,1,26,77,15,Yes,3,0.789234623,1,Finance,155,2,Female,1,4,Sales Executive,Single,5842,9,Yes,12,1,2,1,33,2,3,13,9,2,1,4,1.895035894,2.74591367,2,16,0.668888659,0.428606867,Low,30.9483854,18342,17.60605425,Low
23,Yes,Travel_Rarely,Research & Development,15,83,5,1,27,59,51,No,1,0.452068201,2,Marketing,156,2,Male,1,1,Human Resources,Divorced,4723,8,Yes,14,2,3,2,31,3,4,18,9,8,4,4,2.751912134,5.305617454,1,19,0.482816227,0.549414556,Low,9.78334598,19723,12.48986317,Low
24,Yes,Travel_Rarely,Engineering,20,49,8,1,4,81,53,No,4,0.58471949,4,Finance,157,3,Male,1,3,Marketing Manager,Married,6989,2,Yes,23,1,4,0,12,3,2,6,4,2,4,1,4.390941459,2.916079507,0,1,0.517417248,0.467784261,Medium,31.31103252,29989,40.07443896,Low
58,No,Travel_Rarely,Sales,19,64,0,2,23,86,30,No,3,0.635015611,2,Life Sciences,158,4,Female,2,4,Marketing Manager,Single,2618,2,Yes,13,2,4,1,1,2,2,11,5,8,1,1,3.398574833,6.286354097,7,9,0.621243465,0.455103195,Low,18.22636945,16118,26.44738753,Low
38,No,Travel_Frequently,Research & Development,3,38,1,3,4,15,11,Yes,1,0.989552241,3,Technical Degree,159,3,Female,3,4,Marketing Manager,Married,,3,Yes,17,4,1,0,34,0,2,19,1,9,1,1,3.010023288,6.150278793,3,1,1.062549512,0.477462364,High,31.33297893,,30.27870031,Low
23,Yes,Travel_Rarely,Research & Development,21,,5,1,8,21,22,No,2,0.506392491,4,Other,160,3,Male,2,2,Manager,Married,6010,5,Yes,13,1,3,0,38,2,4,13,7,8,1,4,1.91161954,3.405002998,0,14,0.433195292,0.496488134,Low,30.19619269,19010,27.68448662,Low
23,No,Travel_Frequently,Research & Development,27,51,6,1,29,91,41,No,2,0.52788597,4,Business,161,2,Female,4,3,Laboratory Technician,Divorced,14268,5,Yes,20,,4,1,26,1,3,16,4,1,1,3,4.237124615,9.843660532,8,14,0.44932335,0.527507512,High,26.00686561,34768,34.38131248,Low
49,No,Travel_Frequently,Sales,14,69,2,2,16,16,86,No,4,0.254561194,2,Marketing,162,2,Male,1,3,Human Resources,Married,11271,4,Yes,22,1,3,3,18,2,3,0,3,4,4,2,4.688436652,2.84380349,1,6,0.238275271,0.484077728,High,16.22141723,34771,8.840408754,Low
44,No,Travel_Rarely,Human Resources,22,65,0,4,10,47,38,No,3,0.730348418,4,Technical Degree,163,3,Female,1,1,Human Resources,Single,4498,5,Yes,14,3,1,1,16,2,3,12,1,8,4,2,1.11355478,3.593405626,3,16,0.722825157,0.534701515,Low,17.70944986,18998,10.42821351,Low
58,No,Travel_Frequently,Research & Development,30,70,6,4,5,78,14,No,2,0.352829342,4,Other,164,4,Female,3,1,Data Scientist,Single,15074,9,Yes,10,1,3,3,34,4,4,19,9,10,1,1,2.032134315,4.76445637,5,6,0.357096892,0.568526875,High,16.39722899,26574,19.3870939,Low
53,No,Travel_Frequently,Sales,2,36,1,2,2,68,99,Yes,1,0.690864712,1,Other,165,3,Male,3,2,Marketing Manager,Divorced,16655,8,Yes,18,4,1,2,21,4,3,13,6,2,2,2,3.604208216,7.862857735,2,4,0.621014918,0.542372126,Very High,32.61610692,35655,18.23901919,Low
54,No,Travel_Frequently,Sales,23,84,5,3,14,88,111,No,4,0.393587644,4,Business,166,4,Female,1,4,Product Manager,Married,3261,3,Yes,14,1,1,0,36,2,3,4,7,9,4,4,1.166191699,7.280431467,5,15,0.369032908,0.519480118,Low,9.415732957,17261,7.22044081,Low
22,No,Travel_Rarely,Sales,16,42,3,1,17,77,105,Yes,1,0.955602424,4,Human Resources,167,2,Female,2,1,Laboratory Technician,Divorced,19165,7,Yes,24,3,2,2,20,2,1,5,6,4,1,4,1.951296133,8.359253078,3,16,0.823382727,0.54739489,Very High,29.96596014,44165,38.76320804,Low
40,No,Travel_Rarely,Sales,23,49,9,2,3,5,91,Yes,3,0.264472237,2,Life Sciences,168,1,Female,2,2,Human Resources,Divorced,7656,5,Yes,24,3,4,3,39,4,1,11,8,0,1,2,1.054177617,3.914283223,3,10,0.266509591,0.53719457,Medium,27.69190364,33156,29.19803972,Low
23,No,Travel_Rarely,Sales,17,49,3,1,18,75,26,No,3,0.943821328,3,Technical Degree,169,1,Male,3,4,Research Scientist,Single,8058,3,Yes,14,,4,3,4,3,2,8,2,10,4,2,2.620558151,4.097629726,4,15,0.878133061,0.444866114,Medium,7.21870921,23558,6.693111095,Low
47,No,Travel_Rarely,Sales,15,52,8,1,26,72,93,No,4,0.64059811,1,Marketing,170,3,Female,1,3,Human Resources,Married,11763,8,Yes,11,1,1,1,35,0,1,1,8,5,1,4,1.302792505,7.122879994,2,4,0.686124445,0.499703214,High,25.93707014,23263,26.7061689,Low
53,No,Travel_Frequently,Sales,30,82,6,2,24,56,24,No,4,0.949705331,3,Technical Degree,171,2,Female,3,3,Data Scientist,Married,13212,4,Yes,11,4,2,0,29,3,2,0,5,1,2,2,3.45953808,9.299714628,2,2,1.127879151,0.452052722,High,10.34071343,24212,13.15740699,Low
27,No,Travel_Frequently,Research & Development,29,66,0,2,13,39,69,No,3,0.594514808,2,Marketing,172,2,Female,2,4,Product Manager,Married,10467,4,Yes,13,2,4,3,29,3,1,16,0,2,1,4,1.1376248,7.821518444,0,3,0.596553055,0.593876204,Medium,17.34250946,24967,11.11552501,Low
53,No,Non-Travel,Finance,13,49,3,2,27,83,88,Yes,3,0.236037076,4,Marketing,173,4,Male,2,4,Manager,Divorced,17210,1,Yes,11,2,3,0,0,4,4,11,5,3,4,3,1.597658475,3.901732875,9,7,0.220308347,0.546062277,Very High,26.48883523,28210,31.14681784,Low
